accuracy,efficiency,k,distance,policy,weighting,fold
0.8,0.00745844841003418,3,2-norm,sheppard,uniform,credita-3
0.8,0.0067822933197021484,5,chebyshev,sheppard,uniform,credita-3
0.8,0.007433176040649414,3,1-norm,majority,uniform,credita-3
0.8028169014084507,0.007327079772949219,1,1-norm,sheppard,mutual_info,credita-0
0.8028169014084507,0.007588863372802734,1,1-norm,inverse,mutual_info,credita-0
0.8028169014084507,0.00791478157043457,1,1-norm,majority,mutual_info,credita-0
0.8088235294117647,0.007555961608886719,3,chebyshev,inverse,mutual_info,credita-8
0.8088235294117647,0.007271289825439453,5,1-norm,majority,uniform,credita-7
0.8088235294117647,0.007067441940307617,3,1-norm,sheppard,uniform,credita-8
0.8088235294117647,0.007336139678955078,5,1-norm,majority,relief,credita-7
0.8088235294117647,0.007065773010253906,5,1-norm,sheppard,relief,credita-7
0.8088235294117647,0.007223606109619141,3,2-norm,sheppard,uniform,credita-7
0.8088235294117647,0.0073089599609375,5,chebyshev,inverse,relief,credita-8
0.8088235294117647,0.0074787139892578125,3,2-norm,majority,uniform,credita-7
0.8088235294117647,0.0070574283599853516,7,chebyshev,sheppard,relief,credita-7
0.8088235294117647,0.0073893070220947266,7,chebyshev,majority,relief,credita-7
0.8088235294117647,0.006808280944824219,7,chebyshev,majority,uniform,credita-5
0.8115942028985508,0.007716655731201172,7,2-norm,inverse,mutual_info,credita-2
0.8115942028985508,0.0074176788330078125,1,2-norm,inverse,mutual_info,credita-6
0.8115942028985508,0.00735926628112793,5,1-norm,majority,relief,credita-2
0.8115942028985508,0.0071794986724853516,1,2-norm,sheppard,mutual_info,credita-6
0.8115942028985508,0.00723719596862793,1,chebyshev,inverse,mutual_info,credita-4
0.8115942028985508,0.007473945617675781,7,2-norm,sheppard,uniform,credita-2
0.8115942028985508,0.006930112838745117,1,chebyshev,sheppard,mutual_info,credita-4
0.8115942028985508,0.0073947906494140625,3,1-norm,inverse,relief,credita-2
0.8115942028985508,0.0075609683990478516,7,2-norm,majority,mutual_info,credita-2
0.8115942028985508,0.0077550411224365234,5,2-norm,inverse,uniform,credita-4
0.8115942028985508,0.007670164108276367,5,2-norm,majority,uniform,credita-4
0.8115942028985508,0.006513357162475586,1,chebyshev,inverse,uniform,credita-6
0.8115942028985508,0.00770878791809082,7,2-norm,inverse,uniform,credita-2
0.8115942028985508,0.0067059993743896484,1,chebyshev,majority,uniform,credita-6
0.8115942028985508,0.0075969696044921875,7,2-norm,majority,uniform,credita-2
0.8115942028985508,0.007395744323730469,5,1-norm,inverse,relief,credita-2
0.8115942028985508,0.007382392883300781,1,chebyshev,majority,mutual_info,credita-4
0.8115942028985508,0.007489919662475586,7,1-norm,inverse,relief,credita-2
0.8115942028985508,0.007478237152099609,1,2-norm,majority,mutual_info,credita-6
0.8115942028985508,0.007468461990356445,5,1-norm,inverse,mutual_info,credita-2
0.8115942028985508,0.007305622100830078,7,1-norm,sheppard,mutual_info,credita-2
0.8115942028985508,0.006309986114501953,1,chebyshev,sheppard,uniform,credita-6
0.8115942028985508,0.007372140884399414,7,1-norm,majority,mutual_info,credita-2
0.8115942028985508,0.007473945617675781,3,chebyshev,sheppard,mutual_info,credita-4
0.8115942028985508,0.0072133541107177734,5,1-norm,sheppard,mutual_info,credita-2
0.8115942028985508,0.00741267204284668,3,chebyshev,majority,mutual_info,credita-4
0.8115942028985508,0.007556438446044922,7,1-norm,inverse,uniform,credita-4
0.8115942028985508,0.007492542266845703,5,2-norm,sheppard,uniform,credita-4
0.8115942028985508,0.007642507553100586,7,2-norm,majority,uniform,credita-4
0.8115942028985508,0.007787466049194336,7,2-norm,inverse,uniform,credita-4
0.8115942028985508,0.007176399230957031,3,1-norm,sheppard,relief,credita-2
0.8115942028985508,0.0074617862701416016,7,2-norm,sheppard,uniform,credita-4
0.8115942028985508,0.007480144500732422,7,2-norm,sheppard,mutual_info,credita-2
0.8115942028985508,0.007493019104003906,7,chebyshev,majority,mutual_info,credita-2
0.8115942028985508,0.007134914398193359,3,chebyshev,sheppard,mutual_info,credita-2
0.8115942028985508,0.007424831390380859,3,chebyshev,majority,mutual_info,credita-2
0.8115942028985508,0.0072879791259765625,7,chebyshev,sheppard,mutual_info,credita-2
0.8115942028985508,0.007394313812255859,5,1-norm,majority,mutual_info,credita-2
